,PdDistrict,DayOfWeek,AvgTemp,NFLGameDay,Month,MonthPeriod,Crimes
16303,2,5,11,0,11,1,0
9291,0,3,13,0,1,0,1
10538,7,0,21,0,9,2,2
22251,0,5,15,0,2,1,0
5372,2,2,9,0,11,2,0
1879,9,2,13,0,0,0,1
1613,3,1,9,0,10,1,1
5829,9,5,9,0,2,1,1
14073,2,6,21,0,9,0,0
11959,8,1,18,0,7,0,0
20850,9,1,18,0,5,1,0
14055,4,1,18,0,9,0,1
2015,5,2,10,0,1,0,0
17219,8,5,17,0,5,1,0
21473,2,1,17,0,9,1,0
14918,7,6,11,0,2,1,2
5756,6,5,11,0,2,0,0
603,3,0,15,0,4,0,1
5329,9,1,11,0,11,2,1
9753,2,4,27,0,4,2,1
22157,6,2,16,0,2,0,1
865,5,6,23,0,5,1,0
17218,7,5,17,0,5,1,2
7012,2,5,13,0,10,2,0
10824,3,2,9,0,11,2,0
243,3,4,11,0,1,2,2
15269,8,6,14,0,5,0,0
13321,0,0,14,0,4,0,1
8298,8,4,18,0,6,1,0
6802,2,5,14,0,9,0,0
10829,8,2,9,0,11,2,0
13583,2,6,16,0,5,1,0
21182,1,3,19,0,7,1,2
21567,6,6,17,0,10,2,0
11220,9,6,10,0,2,0,2
4830,0,1,18,0,8,0,0
22348,7,4,19,0,3,2,1
5344,4,6,9,0,11,2,2
5202,2,6,17,0,10,2,1
21489,8,5,17,0,9,1,0
20725,4,6,17,0,4,1,1
18310,9,2,12,0,0,1,0
12797,6,1,12,0,0,1,0
16541,0,0,12,0,1,0,1
12151,0,3,18,0,8,0,0
1186,6,3,23,0,7,1,0
3960,0,0,21,0,2,2,1
3873,3,6,12,0,1,1,2
179,9,4,9,0,1,0,0
14956,5,3,11,0,2,1,0
13976,5,3,17,1,8,2,0
18757,6,5,15,0,3,1,0
14244,3,2,16,0,10,0,1
10370,9,5,15,0,8,2,1
4793,3,4,18,0,7,1,1
7436,6,5,11,0,1,0,0
14584,3,0,13,0,0,2,1
5958,8,1,10,0,3,2,0
1800,0,2,7,1,11,1,1
19220,9,2,17,0,6,1,1
9449,8,1,11,0,2,2,0
21618,7,1,14,0,10,1,2
6038,8,5,16,0,4,0,0
6502,2,3,19,0,6,1,0
8221,1,4,19,0,6,2,0
21673,2,3,14,0,10,1,0
2801,1,1,21,0,6,2,1
17243,2,0,17,0,5,1,0
18904,3,6,15,0,4,1,1
2922,2,2,19,0,7,0,0
19959,8,6,12,0,11,1,0
7741,1,0,13,0,3,0,0
12856,5,3,11,0,0,1,0
11248,7,2,11,0,2,0,1
8469,9,3,18,0,7,1,1
20800,9,6,18,0,5,2,1
1245,5,2,18,0,8,0,0
19172,1,5,17,0,6,1,1
4537,7,2,17,0,6,0,2
4053,3,3,13,0,2,1,0
5931,1,2,13,0,3,0,0
3239,9,5,22,0,9,2,0
12604,3,6,5,0,11,0,1
108,8,4,14,0,0,1,0
16945,4,6,12,0,4,0,0
16162,1,5,10,0,10,1,0
16205,4,2,12,0,11,0,0
19530,9,5,17,0,9,0,0
14836,5,5,13,0,2,0,0
11319,8,2,11,0,2,1,0
14548,7,1,6,0,0,0,2
19031,0,5,19,0,5,1,1
5844,4,4,13,0,2,1,2
3534,4,4,13,0,11,0,1
4394,4,2,15,0,5,0,1
5873,3,3,12,0,2,1,1
11330,9,3,9,0,2,1,0
20735,4,4,19,0,4,1,0
17151,0,6,15,0,5,2,1
16257,6,4,9,0,11,2,0
18488,7,6,10,0,2,0,1
4348,8,1,18,0,4,1,0
3567,7,3,11,1,11,2,1
13079,8,1,14,0,2,1,0
7433,3,5,11,0,1,0,2
13604,3,0,17,0,6,0,1
16196,5,0,17,0,11,0,0
15956,5,5,16,0,9,2,0
5150,0,0,15,0,10,0,1
15758,7,6,21,0,8,0,1
15939,8,3,16,1,9,0,0
14054,3,1,18,0,9,0,0
14951,0,3,11,0,2,1,0
21385,4,2,26,0,9,0,1
13405,4,2,13,0,4,1,1
973,3,3,18,0,6,2,1
15044,3,5,15,0,3,2,1
4299,9,6,18,0,4,2,1
13366,5,5,16,0,4,2,0
3653,3,5,9,0,0,2,1
5872,2,3,12,0,2,1,0
4838,8,1,18,0,8,0,0
7598,8,4,12,0,2,0,0
7377,7,6,9,0,0,1,1
3036,6,6,18,0,8,0,0
16000,9,2,20,0,9,1,0
3088,8,1,18,0,8,2,0
15460,9,1,14,0,6,2,0
7195,5,2,7,0,11,2,0
9267,6,4,9,0,1,0,0
18722,1,2,17,0,3,2,0
15356,5,0,16,0,5,2,0
7464,4,0,14,0,1,0,1
2825,5,6,19,0,6,1,0
14568,7,6,11,0,0,2,2
6330,0,4,18,0,5,1,1
10,0,5,12,0,0,0,1
10839,8,3,7,1,11,2,0
5868,8,2,13,0,2,1,0
8855,5,4,15,0,10,2,0
1426,6,6,14,0,9,2,0
20254,3,0,14,0,1,1,1
11457,6,2,15,0,3,2,0
20856,5,5,17,0,5,1,0
20148,7,1,11,0,1,0,2
4814,4,2,18,0,7,1,1
16922,1,1,16,0,3,1,0
18102,1,3,11,1,11,2,1
9407,6,4,12,0,2,0,0
18808,7,3,17,0,4,0,2
10585,4,6,13,0,9,1,1
2784,4,2,16,0,6,0,0
21484,3,5,17,0,9,1,1
15341,0,4,16,0,5,2,0
8515,5,0,19,0,8,0,0
1344,4,5,17,0,8,1,1
20728,7,6,17,0,4,1,2
12649,8,3,12,0,11,2,0
372,2,6,13,0,2,2,1
909,9,3,16,0,5,1,0
11798,7,2,21,0,5,1,1
3399,9,4,13,0,10,2,1
496,6,1,11,0,3,2,0
22372,1,3,14,0,3,2,1
16718,7,1,10,0,2,2,1
21160,9,4,20,0,7,1,0
15056,5,6,15,0,3,2,0
12359,8,2,19,0,9,2,0
11662,1,2,16,0,4,1,1
5302,2,2,10,0,11,0,0
13132,1,3,16,0,2,1,0
11415,4,5,10,0,3,2,1
1244,4,2,18,0,8,0,1
4365,5,6,17,0,5,0,0
18760,9,5,15,0,3,1,0
1195,5,1,17,0,8,0,0
2990,0,2,19,0,7,1,1
4953,3,2,17,0,8,1,1
1423,3,6,14,0,9,2,2
13904,3,3,17,0,7,1,1
256,6,0,12,0,1,1,0
8205,5,5,18,0,6,0,0
21262,1,1,21,0,8,2,1
8480,0,5,18,0,8,0,0
6287,7,2,17,0,5,2,2
14883,2,3,14,0,2,2,0
14258,7,3,14,0,10,0,1
17049,8,2,15,0,4,2,0
18061,0,6,11,0,11,2,1
22255,4,5,15,0,2,1,1
14872,1,2,12,0,2,2,1
21070,9,5,20,0,7,0,0
20578,7,5,21,0,3,1,1
12730,9,1,11,0,0,2,0
15643,2,2,17,0,7,2,0
1232,2,0,18,0,8,0,1
15593,2,1,16,0,7,0,0
20637,6,1,20,0,4,2,0
10867,6,6,11,0,11,1,0
7522,2,4,9,0,1,1,1
9304,3,1,11,0,1,2,1
13166,5,6,14,0,3,0,0
16902,1,2,20,0,3,1,0
15634,3,0,16,0,7,2,1
7880,0,0,14,0,4,0,0
20168,7,6,9,0,1,0,2
5130,0,6,14,0,10,0,1
5912,2,4,11,0,3,0,0
8459,9,2,19,0,7,1,1
3923,3,1,14,0,2,0,0
15095,4,3,14,0,3,1,1
6127,7,4,14,0,4,2,1
15442,1,3,21,0,6,0,0
13691,0,3,17,0,6,2,0
14107,6,2,20,0,9,0,0
7819,9,0,12,0,3,2,0
6507,7,3,19,0,6,1,2
21886,5,3,11,0,0,2,0
19660,9,1,14,0,9,1,0
14710,9,6,11,0,1,0,0
16628,7,2,11,0,1,1,2
1379,9,0,16,0,9,0,0
7689,9,2,14,0,2,1,0
3688,8,0,7,0,0,2,1
11903,2,6,15,0,6,1,1
5874,4,3,12,0,2,1,1
14662,1,2,12,0,0,1,1
4759,9,3,18,0,7,2,0
4512,2,4,18,0,5,1,1
16836,5,2,12,0,3,0,0
15180,9,1,13,0,4,2,1
3790,0,5,11,0,1,0,1
8812,2,3,17,1,10,0,0
5799,9,2,7,0,2,2,0
652,2,6,13,0,4,2,1
13618,7,2,19,0,6,0,2
21679,8,3,14,0,10,1,0
18836,5,6,14,0,4,2,0
11665,4,2,16,0,4,1,1
7872,2,4,13,0,4,0,0
22236,5,3,16,0,2,1,0
13316,5,4,14,0,4,0,0
5328,8,1,11,0,11,2,0
7219,9,1,9,0,11,1,0
19967,6,4,12,0,11,1,0
13523,2,4,16,0,5,2,0
11162,1,0,12,0,1,2,1
14843,2,6,12,0,2,0,0
6152,2,3,16,0,4,1,0
11663,2,2,16,0,4,1,0
10708,7,1,12,0,10,1,1
17967,6,3,14,0,10,2,0
21945,4,2,14,0,0,1,1
19228,7,3,18,0,6,1,2
15763,2,4,15,0,8,0,0
11161,0,0,12,0,1,2,1
16694,3,2,12,0,2,0,2
22473,2,6,15,0,4,2,1
12616,5,4,8,0,11,0,0
14041,0,3,23,1,8,1,0
17837,6,1,17,1,9,1,0
14897,6,1,11,0,2,1,0
12363,2,3,16,0,9,2,1
2916,6,0,19,0,7,0,0
19108,7,5,17,0,6,0,2
1506,6,4,13,0,9,1,0
15788,7,2,18,0,8,0,1
10588,7,6,13,0,9,1,1
21640,9,6,15,0,10,1,0
2130,0,4,12,0,2,0,1
11846,5,4,16,0,6,0,0
14987,6,6,12,0,3,0,0
1648,8,4,10,0,10,1,0
4890,0,3,17,1,8,2,1
730,0,4,16,0,4,1,1
6766,6,0,18,0,8,1,0
19447,6,1,18,0,8,2,0
16200,9,0,17,0,11,0,0
8201,1,5,18,0,6,0,0
22192,1,6,16,0,2,2,1
14651,0,0,10,0,0,1,1
11624,3,5,16,0,4,1,1
9937,6,1,13,0,5,1,0
21131,0,5,20,0,7,2,1
12597,6,5,5,0,11,0,0
5221,1,0,16,0,10,2,1
19762,1,0,14,0,10,2,1
2709,9,0,18,0,5,1,0
15419,8,4,16,0,5,1,0
5902,2,6,11,0,3,0,1
17418,7,1,17,0,7,0,1
15786,5,2,18,0,8,0,0
20992,1,5,22,0,6,1,0
21079,8,6,21,0,7,0,0
1543,3,1,14,0,10,0,2
12120,9,6,24,0,8,0,1
18644,3,0,15,0,3,0,1
3126,6,0,18,0,8,2,0
1156,6,4,20,0,7,1,0
18255,4,1,8,0,0,1,0
5985,5,4,13,0,3,2,0
32,2,4,11,0,0,0,1
7187,7,0,12,0,11,2,2
20431,0,5,12,0,3,0,1
20074,3,1,13,0,0,2,1
19721,0,1,14,0,10,2,1
12213,2,2,20,0,8,2,0
9779,8,2,19,0,4,2,0
9176,5,5,7,0,0,1,0
17300,9,6,18,0,6,2,1
6300,0,1,17,0,5,1,1
1610,0,1,9,0,10,1,0
939,9,6,17,0,6,0,0
2296,6,2,14,0,3,0,0
4023,3,4,12,0,2,1,1
22180,9,1,17,0,2,2,0
21895,4,1,13,0,0,2,1
8749,9,3,17,1,9,1,0
745,5,0,14,0,4,1,0
4083,3,6,13,0,3,0,2
20858,7,5,17,0,5,1,1
15564,3,0,17,0,6,1,1
5582,2,2,11,0,0,1,0
2877,7,1,17,0,7,0,2
13228,7,5,13,0,3,2,1
4701,1,5,17,0,7,0,0
9933,2,1,13,0,5,1,0
18348,7,6,9,0,1,0,2
2651,1,3,16,0,5,2,0
19651,0,1,14,0,9,1,1
13394,3,0,13,0,4,1,1
5646,6,0,14,0,1,0,0
22145,4,0,16,0,2,0,1
11194,3,1,14,0,2,0,1
1821,1,1,8,0,0,0,0
20972,1,3,16,0,6,2,1
7413,3,3,11,0,0,1,1
9522,1,5,12,0,3,0,0
20326,5,0,14,0,2,0,0
7146,6,1,11,0,11,2,0
957,7,0,16,0,6,2,2
2110,0,5,12,0,2,0,1
17518,7,4,16,0,7,1,2
5108,8,3,16,1,9,1,0
21102,1,2,18,0,7,0,1
7631,1,1,13,0,2,2,0
12883,2,6,11,0,1,0,1
21991,0,4,15,0,1,0,0
20452,1,4,14,0,3,0,0
21638,7,6,15,0,10,1,2
7923,3,5,12,0,4,2,1
19291,0,3,16,0,7,2,0
15654,3,3,17,0,7,2,1
10960,9,0,9,0,0,0,0
8847,7,6,17,0,10,2,2
12911,0,2,14,0,1,2,1
20372,1,6,16,0,2,2,0
18822,1,5,15,0,4,2,0
16553,2,2,11,0,1,2,0
15192,1,6,14,0,4,2,0
19057,6,4,21,0,5,1,0
7325,5,0,6,0,0,2,0
10391,0,0,17,0,8,2,0
2960,0,6,18,0,7,2,1
4640,0,6,17,0,6,1,1
2399,9,5,21,0,3,1,1
7310,0,4,7,0,0,2,0
7251,1,0,7,0,11,1,0
5487,7,6,12,0,0,2,1
21013,2,4,22,0,6,1,1
19590,9,1,18,0,9,2,0
12000,9,0,18,0,7,0,2
18729,8,2,17,0,3,2,0
13427,6,1,16,0,4,1,0
9597,6,5,11,0,3,2,0
18705,4,4,16,0,3,2,1
2625,5,4,15,0,5,0,0
17614,3,3,17,1,8,0,1
10779,8,1,10,0,11,0,0
9657,6,1,13,0,3,1,0
11340,9,1,14,0,2,1,1
3148,8,3,17,1,8,2,0
7024,4,6,13,0,10,2,1
3346,6,2,14,0,9,1,0
2873,3,1,17,0,7,0,1
15062,1,4,13,0,3,1,0
12108,7,5,19,0,8,0,2
8297,7,4,18,0,6,1,2
13915,4,1,23,0,8,0,0
17599,8,0,16,0,8,0,0
8959,9,3,11,1,11,0,0
22163,2,3,14,0,2,0,1
76,6,1,9,0,0,2,0
21028,7,0,24,0,6,1,2
17459,8,0,16,0,7,0,0
6524,4,5,19,0,7,0,1
12492,1,2,13,0,10,2,0
14985,4,6,12,0,3,0,1
20157,6,5,10,0,1,0,0
6651,1,1,16,0,8,0,0
4947,7,0,15,0,8,1,2
17679,8,2,17,0,8,1,0
10452,1,4,19,0,9,0,0
9967,6,4,16,0,5,1,0
13437,6,5,16,0,5,0,0
17146,5,5,18,0,5,2,0
93,3,6,14,0,0,1,1
5166,6,2,13,0,10,0,0
18627,6,6,15,0,3,0,0
21601,0,3,16,1,10,2,1
2731,1,1,18,0,6,0,0
14147,6,6,16,0,9,2,0
7171,1,4,14,1,11,2,0
6791,1,1,16,0,9,0,1
15589,8,3,18,0,6,1,0
4810,0,2,18,0,7,1,0
11373,2,0,11,0,3,0,0
14294,3,4,12,0,10,2,1
22402,1,6,16,0,3,1,1
2338,8,6,14,0,3,2,0
14275,4,5,16,0,10,2,1
6111,1,6,13,0,4,2,1
7844,4,1,16,0,3,1,1
16254,3,4,9,0,11,2,1
1885,5,3,12,0,0,2,0
14411,0,5,13,0,11,2,0
12786,5,3,12,0,0,2,0
5773,3,4,9,0,2,0,2
4323,3,2,17,0,4,1,1
13141,0,1,11,0,3,0,0
8190,0,1,18,0,6,0,0
16857,6,1,13,0,3,2,0
22031,0,1,16,0,1,2,0
2,2,1,14,0,0,0,0
16745,4,4,11,0,2,1,1
5255,5,1,11,0,10,1,0
2759,9,6,18,0,6,0,0
16238,7,5,9,0,11,2,2
13755,4,2,17,0,6,1,1
12222,1,3,21,1,8,2,1
11544,3,1,14,0,4,2,1
9629,8,0,13,0,3,2,0
9425,4,2,12,0,2,0,1
11391,0,3,15,0,3,0,0
20701,0,1,18,0,4,1,0
7849,9,1,16,0,3,1,0
3175,5,6,17,0,8,1,0
10041,0,0,20,0,6,2,1
17342,1,1,18,0,6,1,0
2465,5,5,13,0,4,2,0
1293,3,4,21,0,8,2,1
5393,3,1,14,0,11,1,0
5404,4,5,14,0,11,1,1
15347,6,4,16,0,5,2,0
15446,5,3,21,0,6,0,0
8641,1,4,15,0,9,0,0
7842,2,1,16,0,3,1,0
13593,2,4,16,0,6,0,1
14110,9,2,20,0,9,0,0
3621,1,2,9,0,11,1,0
2317,7,1,13,0,3,2,2
13130,9,2,14,0,2,1,0
7086,6,5,9,0,10,1,0
2185,5,5,21,0,2,2,0
4477,7,3,17,0,5,2,2
10082,1,5,16,0,6,1,0
1155,5,4,20,0,7,1,0
22227,6,2,18,0,2,1,0
329,9,0,11,0,2,0,1
14954,3,3,11,0,2,1,1
9920,9,2,16,0,5,2,1
17596,5,0,16,0,8,0,0
19453,2,5,17,0,8,2,1
3227,7,1,20,0,9,2,2
6521,1,5,19,0,7,0,0
2997,7,2,19,0,7,1,2
19195,4,4,16,0,6,1,0
22354,3,0,16,0,3,2,1
3183,3,4,16,0,8,1,1
4392,2,2,15,0,5,0,0
16979,8,2,14,0,4,0,1
18963,2,5,16,0,5,2,0
10721,0,6,13,0,10,1,0
22353,2,0,16,0,3,2,1
2463,3,5,13,0,4,2,1
14180,9,2,17,0,9,1,1
2846,6,0,18,0,6,1,0
18905,4,6,15,0,4,1,0
8872,2,2,14,0,10,2,0
7586,6,6,13,0,2,0,0
9804,3,5,14,0,4,1,0
19189,8,6,17,0,6,1,0
2191,1,6,21,0,2,2,1
9921,0,3,13,0,5,2,1
15580,9,2,19,0,6,1,0
16659,8,5,10,0,2,0,0
6668,8,5,17,0,8,0,0
2070,0,0,11,0,1,2,1
8163,3,0,17,0,5,1,0
18821,0,5,15,0,4,2,0
7593,3,4,12,0,2,0,1
6302,2,1,17,0,5,1,1
12818,7,6,9,0,0,1,1
3416,6,2,15,0,10,2,0
5909,9,6,11,0,3,0,1
19764,3,0,14,0,10,2,1
22252,1,5,15,0,2,1,1
17545,4,3,17,0,7,1,0
15410,9,6,15,0,5,1,1
18101,0,3,11,1,11,2,0
16805,4,6,11,0,3,0,1
7581,1,6,13,0,2,0,0
4047,7,2,12,0,2,1,1
13928,7,5,18,0,8,0,1
6620,0,0,18,0,7,1,1
16765,4,2,9,0,2,1,0
5298,8,0,10,0,11,0,0
20957,6,0,19,0,6,2,0
2322,2,5,13,0,3,2,0
4240,0,0,17,0,4,0,1
13934,3,6,18,0,8,0,0
16182,1,4,16,0,11,0,1
6745,5,6,19,0,8,2,0
10947,6,4,9,0,0,0,0
2492,2,0,14,0,4,2,0
7612,2,2,14,0,2,0,0
11331,0,1,14,0,2,1,0
6902,2,0,20,0,9,2,1
9769,8,0,26,0,4,2,0
13940,9,6,18,0,8,0,1
5234,4,2,15,0,10,2,1
9069,8,0,7,0,11,1,0
3272,2,2,16,0,9,2,1
10141,0,1,14,0,7,0,0
5273,3,6,12,0,10,1,0
14463,2,3,13,0,11,2,0
2889,9,5,18,0,7,0,1
19812,1,6,13,0,10,1,1
788,8,5,15,0,5,0,0
15597,6,1,16,0,7,0,0
3347,7,2,14,0,9,1,1
15952,1,5,16,0,9,2,0
17124,3,3,16,0,5,0,1
14592,1,2,13,0,0,2,1
19270,9,4,17,0,7,0,0
16186,5,4,16,0,11,0,0
15621,0,4,16,0,7,2,1
14784,3,4,9,0,1,1,1
20190,9,0,12,0,1,0,0
6196,6,4,17,0,5,0,0
7694,4,3,13,0,2,1,1
6028,8,1,16,0,4,0,0
3377,7,5,14,0,10,0,0
17821,0,3,14,0,9,1,0
583,3,6,12,0,3,1,2
9972,1,0,17,0,5,1,1
11979,8,6,19,0,7,0,0
17963,2,3,14,0,10,2,1
21737,6,2,11,0,11,2,0
9759,8,4,27,0,4,2,0
349,9,3,11,0,2,0,0
13625,4,3,19,0,6,0,0
15067,6,4,13,0,3,1,0
8005,5,6,14,0,4,1,0
3349,9,2,14,0,9,1,0
20509,8,5,15,0,3,2,0
801,1,4,13,0,5,2,0
11721,0,2,18,0,5,2,0
3531,1,4,13,0,11,0,0
16702,1,3,12,0,2,2,0
9173,2,5,7,0,0,1,0
11650,9,4,16,0,4,1,1
20308,7,6,17,0,2,0,2
13963,2,2,22,0,8,2,0
5173,3,3,15,1,10,0,0
13610,9,0,17,0,6,0,1
16546,5,0,12,0,1,0,0
20513,2,6,17,0,3,2,1
21217,6,6,20,0,8,0,0
18894,3,5,16,0,4,1,1
12847,6,2,11,0,0,1,0
3091,1,5,21,0,8,2,0
21697,6,5,16,0,11,0,0
17295,4,6,18,0,6,2,1
7709,9,1,13,0,3,0,0
6853,3,3,18,1,9,0,0
2756,6,6,18,0,6,0,0
6458,8,5,21,0,6,1,0
16996,5,1,16,0,4,2,0
21194,3,1,22,0,8,0,1
12809,8,5,10,0,0,1,0
1616,6,1,9,0,10,1,0
6942,2,5,13,0,9,1,1
17940,9,4,14,0,10,2,1
2170,0,1,19,0,2,2,1
6460,0,6,19,0,6,1,1
17716,5,6,21,0,9,0,0
5087,7,0,15,0,9,1,2
10025,4,6,23,0,6,0,1
12059,8,4,18,0,7,2,0
17758,7,3,17,1,9,0,2
8077,7,6,21,0,5,2,2
18560,9,6,13,0,2,2,0
16120,9,4,13,0,10,2,0
12906,5,0,14,0,1,2,0
14179,8,2,17,0,9,1,0
5615,5,5,14,0,1,0,0
10974,3,3,9,0,0,2,1
21815,4,3,10,1,11,1,1
8974,4,5,10,0,11,2,1
14717,6,4,11,0,1,0,0
13444,3,6,17,0,5,0,2
12620,9,4,8,0,11,0,0
13376,5,6,14,0,4,2,0
10067,6,3,19,0,6,2,0
16403,2,0,11,0,0,2,0
9481,0,0,12,0,2,1,0
10556,5,3,13,1,9,2,0
13030,9,6,11,0,2,0,1
2401,1,6,16,0,3,1,1
8736,6,2,15,0,9,2,0
8111,1,3,17,0,5,2,0
12397,6,6,15,0,9,1,0
19663,2,5,14,0,9,1,0
12833,2,0,12,0,0,1,1
21780,9,6,13,0,11,1,0
17220,9,5,17,0,5,1,0
18604,3,1,15,0,3,0,2
21493,2,6,22,0,9,1,1
11139,8,5,11,0,1,2,0
9998,7,3,16,0,5,1,2
7232,2,6,11,0,11,1,0
15879,8,1,16,0,9,0,0
3878,8,6,12,0,1,1,0
6912,2,2,20,0,9,1,0
14441,0,0,12,0,11,2,1
1702,2,6,13,0,11,0,0
19875,4,5,6,0,11,0,1
5641,1,0,14,0,1,0,1
13137,6,3,16,0,2,1,0
20755,4,2,16,0,4,1,1
1124,4,1,18,0,7,2,1
4521,1,0,17,0,6,0,1
14845,4,6,12,0,2,0,1
11215,4,6,10,0,2,0,1
13003,2,1,11,0,2,0,0
3541,1,0,13,0,11,0,0
11471,0,1,11,0,3,1,0
15040,9,1,14,0,3,2,0
13339,8,2,14,0,4,0,0
7764,4,3,14,0,3,0,0
17946,5,0,15,0,10,2,0
9763,2,0,26,0,4,2,0
17232,1,4,17,0,5,1,1
14066,5,5,19,0,9,0,0
18652,1,2,14,0,3,0,1
22211,0,0,17,0,2,2,1
2211,1,0,14,0,2,2,0
16059,8,0,11,0,10,0,0
1465,5,3,18,1,9,2,0
11612,1,1,13,0,4,1,0
3133,3,2,16,0,8,2,0
15098,7,3,14,0,3,1,1
7972,2,3,14,0,4,2,0
4677,7,2,18,0,6,1,1
22452,1,1,14,0,4,2,0
5938,8,2,13,0,3,0,0
4320,0,2,17,0,4,1,0
10032,1,4,20,0,6,0,0
17106,5,0,16,0,5,0,0
2107,7,1,10,0,2,0,2
13320,9,4,14,0,4,0,1
18100,9,2,7,0,11,2,0
9377,6,1,12,0,2,0,0
12165,4,1,19,0,8,2,1
17755,4,3,17,1,9,0,1
3034,4,6,18,0,8,0,2
14324,3,3,10,1,10,1,2
18187,6,1,9,0,0,0,1
7062,2,3,14,1,10,2,1
4663,3,0,18,0,6,1,1
16586,5,5,12,0,1,1,0
11478,7,1,11,0,3,1,1
18907,6,6,15,0,4,1,0
2367,7,2,13,0,3,2,2
21505,4,4,19,0,9,1,1
9721,0,1,13,0,4,2,0
15413,2,4,16,0,5,1,0
440,0,6,10,0,3,0,1
20683,2,2,17,0,4,2,0
20219,8,1,12,0,1,2,0
15992,1,2,20,0,9,1,0
12884,3,6,11,0,1,0,1
832,2,3,17,0,5,2,0
19653,2,1,14,0,9,1,0
3064,4,2,27,0,8,0,1
7714,4,5,13,0,3,0,1
2587,7,3,17,0,4,1,2
1224,4,4,19,0,8,0,1
1490,0,6,16,0,9,1,1
2592,2,1,14,0,5,0,1
3247,7,6,23,0,9,2,1
6849,9,2,16,0,9,0,1
8023,3,0,15,0,5,0,1
11004,3,6,15,0,0,1,1
17169,8,4,15,0,5,2,0
16593,2,6,15,0,1,1,0
18642,1,0,15,0,3,0,1
13922,1,5,18,0,8,0,0
2691,1,4,16,0,5,1,1
12324,3,6,20,0,9,2,1
15387,6,1,15,0,5,1,0
15853,2,2,17,0,8,1,1
10441,0,6,19,0,9,0,1
20262,1,2,13,0,1,1,1
14756,5,1,8,0,1,1,0
18938,7,2,18,0,5,0,2
14573,2,4,11,0,0,2,0
18494,3,4,9,0,2,0,1
13085,4,5,16,0,2,1,1
11841,0,4,16,0,6,0,0
8572,2,4,16,0,8,2,0
9148,7,2,11,0,0,2,1
21986,5,6,14,0,1,0,0
17009,8,5,13,0,4,2,0
13812,1,0,16,0,7,2,1
18809,8,3,17,0,4,0,0
9552,1,0,11,0,3,0,0
3196,6,0,16,0,9,0,0
10229,8,5,18,0,7,2,0
16031,0,6,17,0,10,0,1
486,6,3,12,0,3,0,0
370,0,6,13,0,2,2,0
16167,6,5,10,0,10,1,0
783,3,5,15,0,5,0,2
6596,6,5,17,0,7,1,0
2511,1,3,14,0,4,2,0
11270,9,1,15,0,2,2,1
14273,2,5,16,0,10,2,0
12925,4,3,12,0,1,2,1
18534,3,1,12,0,2,2,1
3238,8,5,22,0,9,2,0
17439,8,6,18,0,7,0,0
873,3,4,27,0,5,1,2
15150,9,0,13,0,4,0,0
16837,6,2,12,0,3,0,0
2047,7,5,16,0,1,2,1
104,4,4,14,0,0,1,1
15496,5,0,16,0,6,2,0
16289,8,3,8,0,11,2,0
16675,4,4,12,0,2,0,0
12455,4,5,14,0,10,0,0
1915,5,6,11,0,0,1,0
6499,9,2,19,0,6,1,0
13266,5,2,13,0,3,1,0
5684,4,5,9,0,1,1,1
13872,1,4,17,0,7,1,0
6728,8,1,19,0,8,2,0
3632,2,3,11,1,11,1,0
109,9,4,14,0,0,1,0
13089,8,5,16,0,2,1,0
11656,5,0,17,0,4,1,0
2138,8,4,12,0,2,0,0
17982,1,5,13,0,10,1,0
21590,9,0,16,0,10,2,0
8934,4,0,9,0,10,1,0
12663,2,5,10,0,11,1,1
669,9,4,13,0,4,2,0
14610,9,3,11,0,0,2,0
15050,9,5,15,0,3,2,0
14103,2,2,20,0,9,0,1
3324,4,4,12,0,9,1,1
21651,0,0,13,0,10,1,0
4480,0,1,17,0,5,1,1
11634,3,6,16,0,4,1,1
6169,9,1,14,0,4,1,0
1439,9,4,17,0,9,2,1
20951,0,0,19,0,6,2,0
11039,8,2,11,0,0,1,0
15705,4,0,17,0,7,1,0
15500,9,0,16,0,6,2,0
6574,4,3,19,0,7,2,1
4811,1,2,18,0,7,1,0
13950,9,4,19,0,8,0,0
16685,4,0,13,0,2,0,0
9353,2,2,9,0,1,1,0
6131,1,0,13,0,4,2,1
15611,0,6,17,0,7,0,0
13795,4,6,16,0,7,2,0
15336,5,6,17,0,5,2,0
16038,7,6,17,0,10,0,2
13606,5,0,17,0,6,0,0
21346,5,5,21,0,8,1,0
7332,2,2,6,0,0,2,0
15510,9,2,17,0,6,2,0
1834,4,5,9,0,0,0,1
9378,7,1,12,0,2,0,1
17382,1,0,18,0,6,1,1
11760,9,5,19,0,5,1,1
14748,7,3,10,0,1,2,1
17293,2,6,18,0,6,2,0
16627,6,2,11,0,1,1,0
12993,2,3,13,0,1,1,1
13905,4,3,17,0,7,1,0
19627,6,0,16,0,9,2,0
18899,8,5,16,0,4,1,0
15063,2,4,13,0,3,1,1
16917,6,3,16,0,3,1,0
14131,0,5,18,0,9,2,0
21094,3,0,19,0,7,0,1
3003,3,3,20,0,7,1,1
8215,5,6,19,0,6,2,0
21957,6,3,13,0,0,1,0
11716,5,0,17,0,5,2,1
19284,3,2,18,0,7,0,2
5389,9,3,14,1,11,2,0
12055,4,4,18,0,7,2,1
17504,3,6,16,0,7,1,1
1309,9,0,20,0,8,2,0
17096,5,4,18,0,4,1,0
11345,4,5,14,0,2,1,1
3475,5,0,13,0,10,1,0
